Community,Id,Request,Score1,Score2,Score3,Score4,Score5,TurkId1,TurkId2,TurkId3,TurkId4,TurkId5,Normalized Score
Random,93120," We're on the verge of a mutiny, Colon!
",1,0,0,0,7,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A3S5L3I8O3Q2G,A3IHLWMZNBLUR4,ANS7S6PUWTLF7,0.7
Random,624290," Father, I am doing what I think is the best for him.  And he has the teacher I would have chosen for myself.
",1,0,0,0,7,A21753FQKCM5DQ,A1QV3X9YMQQ3OQ,A2GSW5RBAT5LQ5,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,0.7
Random,491417," To bring the word of God.
",1,0,0,0,7,A6YO9886DY2SC,A1T546143DSJDI,A3CFNUD7VR2E1E,A2LQ33BQ8G259D,A2UBXHCHM2I6IL,0.7
Random,22116," You know, dear, I think the pantyhose is a wonderful idea, but the next time you come up with something, please don't stay out all night. Just tell us. We'll believe you.
",1,0,0,0,7,A233ONYNWKDIYF,APDWVWS2HMSFD,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A3IHLWMZNBLUR4,0.7
Random,372438," I promise.  We'll talk.  You'll be great.  You'll be fine.  Go ahead, just imagine that, uh... Just look into the lens and imagine you're talking to me.
",1,0,0,0,7,A233ONYNWKDIYF,A1E0EK09CA5OIO,A3ACTDP7KEU5IW,A2JBYOEZH64Y5E,ARWMIQV2EW4PO,0.7
Random,593368," ...So he says to me, ""you'll never find another man like me""...I said, ""please, men like you have one hand on their dicks and the other hand on their mother's leg... I said, there's the door - take a trip.
",1,0,0,0,3,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A14L1L022A4SG7,A3S5L3I8O3Q2G,0.3
Random,551679,"No, no--believe me, pet--this is *most* urgent--  Hello, hello. Is Taylor there?-- Governor Hopper. Quickly, please--
",1,0,0,0,7,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,AIPK94CUWL45W,0.7
Random,550275," You don't usually ask.
",1,0,0,0,5,A1E0EK09CA5OIO,AO3XB5I5QNNUI,A2GD31JIW0OCYO,A3SQ6ORWDN5BGZ,AMSWIR4J9XEIJ,0.5
Random,124602," Father, please don't die.
",1,0,0,0,7,A1T5YMBH35PDBX,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,AIPK94CUWL45W,A3IHLWMZNBLUR4,0.7
Random,219928," I mean Wo-man.  How ya doin'?
",1,0,0,0,7,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2AMGE57IJVSHF,A29B522D0BX6HN,AIPK94CUWL45W,0.7
Random,378649," Don't make me do it, man
",1,0,0,0,3,A233ONYNWKDIYF,AEWF3138PFWEN,A1GWSZ4I2QGCNJ,A2ULMYRKQMNNFG,AZ1RJVNOZFIWV,0.3
Random,351754," -- Fezzik, please --
",1,0,0,0,7,A2X9AEDAHF7O7S,A3LSDGSZQEK7NF,A34A6MSJTD9A4L,A3E157ZN8XPUKJ,AC25X12LNYY6Y,0.7
Random,588681," I'm coming with you.
",1,0,0,0,5,AYG3MF094634L,A49HPQ9P5AHU4,A1E0EK09CA5OIO,A38WUWONC7EXTO,A2JKFTV0JXWMI6,0.5
Random,261477," To help you relax... please...
",1,0,0,0,7,A1T5YMBH35PDBX,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,AIPK94CUWL45W,A3IHLWMZNBLUR4,0.7
Random,13528," Then, what do you suggest, Don Sanchez?
",1,0,0,0,7,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A3GOI327COFGY5,ANVEDG15GV3QE,0.7
Random,558599," Won't you please join our club? Please?
",1,0,0,0,7,AISPSIJ54U4SC,A1QV3X9YMQQ3OQ,AC25X12LNYY6Y,AZOAW8JH5HJJK,AEYHIQUDWJ3KV,0.7
Random,616622," Well, I'm sure that you will be just as pleased to have this as he will be.
",1,0,0,0,7,A233ONYNWKDIYF,A2X9AEDAHF7O7S,AYG3MF094634L,A1F4D2PZ7NNWTL,AZOAW8JH5HJJK,0.7
Random,359566," I... please. My wife... my wife's prescription has run out. If I can call him...
",1,0,0,0,7,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A19ZT0TQPFA2,0.7
Random,476169," Maybe it's a ritual thing or someone trying to send a message.  Burial rites are taken very seriously in Eastern Europe.  It could be to humiliate them. Just burning them up, no proper funeral, it's like condemning them to hell.
",1,0,0,0,7,AUJNGT4ODJ6TE,A3S5L3I8O3Q2G,A2EKTJWJGLWVWV,A2AMGE57IJVSHF,A1LO3ERNARW7Y4,0.7
Random,159171," But it's not fair -- she's a mutant, Daddy!
",1,0,0,0,7,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A1G05O3HM7DNVZ,A3IHLWMZNBLUR4,0.7
Random,351597," Man -- don't say shit like that to  me. People can hear you.
",1,0,0,0,1,A2NRW37D7QPLRE,A2UBXHCHM2I6IL,A1F4D2PZ7NNWTL,A1DTQSIIYIZL62,A2WZQ92N4809N1,0.1
Random,626900," Why 're you doing this?
",1,0,0,0,5,A2NRW37D7QPLRE,A2UBXHCHM2I6IL,A1F4D2PZ7NNWTL,A1DTQSIIYIZL62,A2WZQ92N4809N1,0.5
Random,623166," Rescue One -- please be advised Ranger Walker is making advances toward my girlfriend that are liable to get his ass kicked right into space, over.
",1,0,0,0,7,AO5E3LWBYM72K,AC25X12LNYY6Y,AD1IH74UX9IAI,A38N58BSMTA0BE,AZOAW8JH5HJJK,0.7
Random,626909," And please, for whatever small way I may have encouraged this, accept my apologies.  There is good news, though.
",1,0,0,0,7,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,AYG3MF094634L,A13CO3B2BRXQLZ,A38N58BSMTA0BE,0.7
Random,476165," He always have that shit-eating grin?
",1,0,0,0,3,A3I83CQLOZRO79,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,0.3
Random,119849," Please, please try one more time.
",1,0,0,0,10,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2AMGE57IJVSHF,A3IHLWMZNBLUR4,A3FYTE61RANQTF,1
Random,204861," Yes, your Eminence.  The voyage should not take more than six or seven weeks.
",1,0,0,0,7,A233ONYNWKDIYF,AI4WWBB2PNCKH,A2UFD1I8ZO1V4G,A1W2G1N4BDF2DW,A3S5L3I8O3Q2G,0.7
Random,629469," Please, please good people.  I am in haste.  What knight lives in that castle?
",1,0,0,0,10,A233ONYNWKDIYF,A3CA5S8GR8TZ1U,A1BJTTNDDFZ3ZP,A3EJ5TT2ZGBIDA,A3FGBGZ4RKH712,1
Random,280072," If I was Bianca, it would be, ""Any school you want, precious.  Don't forget your tiara.""
",1,0,0,0,7,A1E0EK09CA5OIO,AO3XB5I5QNNUI,A31RP7HI5172B,A3SQ6ORWDN5BGZ,AMSWIR4J9XEIJ,0.7
Random,215322," We meant only to please you.
",1,0,0,0,5,A233ONYNWKDIYF,A2QN0EGBRGJU1M,A3CA5S8GR8TZ1U,A1BJTTNDDFZ3ZP,A1F4D2PZ7NNWTL,0.5
Random,471459," Not use my words, please!
",1,0,0,0,3,A233ONYNWKDIYF,A2ZKDPANCVA690,A22SZHZTF72TRM,AHH34KPTA2LSS,A37ADCYLCSB5O2,0.3
Random,559265," I do care. But I'm a firm believer in doing something for your own reasons, not someone else ' s .
",1,0,0,0,7,A233ONYNWKDIYF,A2WKPCZU4U110T,A302M81U0HM7RJ,A2LTFK382VHMWY,AZOAW8JH5HJJK,0.7
Random,584150," Follow me, please. The Archbishop would like a word.
",1,0,0,0,7,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A28TXBSZPWMEU9,A2QH1BQA6GR48O,ANVEDG15GV3QE,0.7
Random,618607," Oh, please. I'm not ""pure of heart.""
",1,0,0,0,3,A233ONYNWKDIYF,AEWF3138PFWEN,A1GWSZ4I2QGCNJ,A2ULMYRKQMNNFG,AZ1RJVNOZFIWV,0.3
Random,325216," Can't you please finish your drink?
",1,0,0,0,3,A3G9MSZVWB7W42,A3GEHPUTISVNB4,A1TLLJDX8H4JP1,AC25X12LNYY6Y,A1F4D2PZ7NNWTL,0.3
Random,562887," Um...now is not a good time, okay. Detective Jackson's hurt.  He's fine. I've got a Fire Marshall shot, Detective Jackson is hurt but not seriously.
",1,0,0,0,5,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,AIPK94CUWL45W,0.5
Random,453909," I knew you would.
",1,0,0,0,5,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A00613921OIEGJA322163,A2AMGE57IJVSHF,0.5
Random,622364," You seem to have a special talent for making friends.
",1,0,0,0,3,A1R4VG71V6XECZ,A2ULMYRKQMNNFG,A2UBXHCHM2I6IL,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,0.3
Random,63048," Sir, I understand this is a terrible breach of protocol, but please, I beg you to hear our plea. We are Thermians from the Klatu Nebula.  Our people are being systematically hunted and slaughtered by Roth'h'ar Sarris of Fatu-Krey. Sarris wants the Omega 13. We are to meet in negotiation. However our past efforts in this regard have been nothing short of disastrous. The flames, the death...  Please Captain, you are our last hope.  We have secured a limousine.
",1,0,0,0,7,A1486XFUE4FA27,A21753FQKCM5DQ,A1FF4KWG1G44QE,AEYHIQUDWJ3KV,A34ZSF2JSRXIRP,0.7
Random,137105," Dorothy, please!  We're trying to count! Fifty-eight--
",1,0,0,0,7,A1486XFUE4FA27,A233ONYNWKDIYF,A3GEHPUTISVNB4,AO5E3LWBYM72K,AC25X12LNYY6Y,0.7
Random,619320," Is that the man I knew, Treasurer Sanchez?
",1,0,0,0,5,AYG3MF094634L,A1F4D2PZ7NNWTL,A37ADCYLCSB5O2,A38N58BSMTA0BE,A2JKFTV0JXWMI6,0.5
Random,513103," Ross.  Real pleased to meet you.  I'm Erin.
",1,0,0,0,5,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A28ZB4ZB13BWAI,A00613921OIEGJA322163,A2AMGE57IJVSHF,0.5
Random,187884," Her body pleases me.
",1,0,0,0,5,AW6UIL04MLQ9N,A21FGAQF6DQ9D9,A1BJTTNDDFZ3ZP,A2MWGIVIKOXWYM,A1F4D2PZ7NNWTL,0.5
Random,619971," Then let me speak to the Council! Harry, <U>please</U>! I can <U>make</U> them understand!!
",1,0,0,0,7,A233ONYNWKDIYF,A1BJTTNDDFZ3ZP,ARYGQ46IMW8AU,AC25X12LNYY6Y,A2BKPNKU3EG41Z,0.7
Random,473194," --ohGodplease -- don't kill me -- don't kill me -- you're one of them, I know it --
",1,0,0,0,10,AHH34KPTA2LSS,A26NYABOD7YBW8,A872FSFU7WV6W,A1F4D2PZ7NNWTL,A1RT9SQ9D9DLOV,1
Random,175620," You never disappointed me.
",1,0,0,0,5,A1RPVYUPJZGM9Z,A21753FQKCM5DQ,A2WKPCZU4U110T,AVWFW00UYDVUD,AO5E3LWBYM72K,0.5
Random,604930," I looked for you back at the party, but you always seemed to be ""occupied"".
",1,0,0,0,5,A233ONYNWKDIYF,A28TXBSZPWMEU9,A28ZB4ZB13BWAI,A3BY68N6X2BEGS,AIPK94CUWL45W,0.5
Random,607616," I... If you donâ€™t mind, I do not think he matters now. It... Things turned out to be as we thought; Leon was weak. Thereâ€™s no point in delving into his sad life anymore. Now, will you please tell me how much we owe you?
",1,0,0,0,5,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,AIPK94CUWL45W,0.5
Random,240300," I'm not asking you to swear to anything.
",1,0,0,0,3,AW6UIL04MLQ9N,A21FGAQF6DQ9D9,A1BJTTNDDFZ3ZP,A2MWGIVIKOXWYM,A1F4D2PZ7NNWTL,0.3
Random,627641," Oh, please do come.  Don't disappoint us. It'll be such fun.  And bring your yacht.
",1,0,0,0,10,AO5E3LWBYM72K,AC25X12LNYY6Y,AD1IH74UX9IAI,A38N58BSMTA0BE,AZOAW8JH5HJJK,1
Random,113159," Yeah, yeah...bad doctor gave her bad drugs which made her go blind.  And my father blamed me for her blindness...
",1,0,0,0,3,A233ONYNWKDIYF,A3S5L3I8O3Q2G,ANVEDG15GV3QE,A2AMGE57IJVSHF,A3IHLWMZNBLUR4,0.3
Random,523919," -please- you needn't be so graphic-
",1,0,0,0,3,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A3GOI327COFGY5,0.3
Random,134361," Just... wait.  Just wait!  Okay... please, I'm not kidding anymore...
",1,0,0,0,7,AZN83WTGUR1JZ,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A29B522D0BX6HN,AIPK94CUWL45W,0.7
Random,379796," Will you sign the register, please?
",1,0,0,0,7,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A28K8ST8B2XU0N,A2QH1BQA6GR48O,AIPK94CUWL45W,0.7
Random,332364," Will you send me some cigarettes, please?  Comrades, I am not in a position to pass final judgment but at best you have been careless in your duty to the State.  You were entrusted with more than a mere sale of jewelry. Why are we peddling our precious possessions to the world at this time? Our next year's crop is in danger and you know it. Unless we can get foreign currency to buy tractors there will not be enough bread for our people. And you three comrades...
",1,0,0,0,5,A233ONYNWKDIYF,A2ZKDPANCVA690,A22SZHZTF72TRM,AHH34KPTA2LSS,A37ADCYLCSB5O2,0.5
Random,332363," You know what I'm saying here.
",1,0,0,0,3,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,ANVEDG15GV3QE,AIPK94CUWL45W,0.3
Random,619951," There are two bodies found at this point.
",1,0,0,0,5,A21753FQKCM5DQ,AE3D6SE2D8UPQ,A1JMINVUZ2AOZR,A1BJTTNDDFZ3ZP,A1Y3Z92RE62NPS,0.5
Random,379791," Pinzon, Pinzon... All we can do now is go forward!  Think about that!
",1,0,0,0,5,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A2QH1BQA6GR48O,A00613921OIEGJA322163,0.5
Random,304589," Oh.  But, if you please -- what are Munchkins?
",1,0,0,0,7,A1T5YMBH35PDBX,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A2GODV4YZGD8X9,0.7
Random,627083," Well, you know now, so please tell me who you are.
",1,0,0,0,7,A3G9MSZVWB7W42,A36UK50UE5YFVZ,A1JMINVUZ2AOZR,A3CA5S8GR8TZ1U,A38N58BSMTA0BE,0.7
Random,627085," Would you please see if Sandro is with him? He's not in his room. I'm sorry to disturb you.
",1,0,0,0,10,A1VE0KG5BAO7EU,A3454T4PU9GJM0,A2ULMYRKQMNNFG,A872FSFU7WV6W,A1F4D2PZ7NNWTL,1
Random,620657," Reggie -- trust me once more -- please.
",1,0,0,0,7,A233ONYNWKDIYF,A2MWGIVIKOXWYM,A1E0EK09CA5OIO,A38N58BSMTA0BE,AEYHIQUDWJ3KV,0.7
Random,81992," Michael - please -  just. a little longer.  Don't leave.
",1,0,0,0,7,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A3GOI327COFGY5,0.7
Random,135767," Something like that. You are a little undernourished, so after each meal were going to give you a shot. Roll over on your right side please, loosen your pyjama pants and pull them half-way down. He does, somewhat reluctantly. She gives him a shot in the bum.
",1,0,0,0,1,AYG3MF094634L,A3LXBP8T6JMY9B,A2ULMYRKQMNNFG,A1F4D2PZ7NNWTL,A38N58BSMTA0BE,0.1
Random,626716," God, you're just like him! Just keep me locked away in the dark, so I can't experience anything for myself
",1,0,0,0,3,A22SZHZTF72TRM,AC19WQADO0IFX,AK46ZNEC6R89C,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,0.3
Random,518466," Oh, Cole, please. Please come out of it. What would I do without you?
",1,0,0,0,10,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A19ZT0TQPFA2,1
Random,426769," Christ --  Elaine, I know how it looks but...  ... it would mean a lot to Viktor if you'd go with him to the Oscars. If you won't do it for him, please do it for me.
",1,0,0,0,10,A2UFD1I8ZO1V4G,AVWFW00UYDVUD,AYG3MF094634L,A1TLLJDX8H4JP1,A3KVLFBRO8X2MZ,1
Random,251179," Do you have any Czech girls working for you?
",1,0,0,0,5,A233ONYNWKDIYF,AI4WWBB2PNCKH,A2UFD1I8ZO1V4G,A1W2G1N4BDF2DW,A3S5L3I8O3Q2G,0.5
Random,623988," I accept, but I insist on a wager. The loser must do whatever the winner pleases.
",1,0,0,0,5,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A22SZHZTF72TRM,A1DTQSIIYIZL62,A38N58BSMTA0BE,0.5
Random,49896," State your name, please.
",1,0,0,0,7,AO5E3LWBYM72K,A3LXBP8T6JMY9B,A2MWGIVIKOXWYM,A2NRW37D7QPLRE,A2LQ33BQ8G259D,0.7
Random,629553," Wait!  I've waited seven years already!  How much longer do you want me to wait?
",1,0,0,0,3,A16PRU8T6NZLN5,A233ONYNWKDIYF,A1KC138MX47DXA,A1F4D2PZ7NNWTL,A1RT9SQ9D9DLOV,0.3
Random,629552," Number one.  She hates smokers
",1,0,0,0,5,A21753FQKCM5DQ,A1QV3X9YMQQ3OQ,A2GSW5RBAT5LQ5,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,0.5
Random,629550," Rose is displeased. Mmm... what to do?
",1,0,0,0,5,A2UFD1I8ZO1V4G,A6YO9886DY2SC,AO5E3LWBYM72K,ARYGQ46IMW8AU,A1Y3Z92RE62NPS,0.5
Random,622299," I am afraid this is not the worst news.
",1,0,0,0,5,A2UFD1I8ZO1V4G,A38WUWONC7EXTO,A3E11SHVDD48Z8,A1F4D2PZ7NNWTL,AEYHIQUDWJ3KV,0.5
Random,462974," I figured it had to be something ridiculous to win your respect.  And piss you off.
",1,0,0,0,1,A377FGOJB9OTNG,A233ONYNWKDIYF,A1F4D2PZ7NNWTL,ABM77ZQWCHPNX,A13CO3B2BRXQLZ,0.1
Random,475751," Car and a driver, Mr. Brean, the Westgate, Now, please...
",1,0,0,0,7,A233ONYNWKDIYF,A1BJTTNDDFZ3ZP,ARYGQ46IMW8AU,AC25X12LNYY6Y,A2BKPNKU3EG41Z,0.7
Random,406829," When I shell out fifty, I expect results.
",1,0,0,0,5,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A19ZT0TQPFA2,0.5
Random,626504," No.  The money, please.
",1,0,0,0,7,A2WKPCZU4U110T,AO5E3LWBYM72K,ARYGQ46IMW8AU,A38WUWONC7EXTO,A38N58BSMTA0BE,0.7
Random,99532," So you were never a prostitute?
",1,0,0,0,1,AZN83WTGUR1JZ,A2UFD1I8ZO1V4G,A26YKYQIA3GX8B,A2QH1BQA6GR48O,AIPK94CUWL45W,0.1
Random,190312," Oh, perfect!  He reminds me of Ichabod Crane.  His Adam's apple keeps jumping up and down whenever he gets excited. HANNAH  Listen.  He's a lot better than your ex-husband.  He's got a good job.  Would you light those, please? He's-he's-he's not a dope addict or anything.
",1,0,0,0,5,A233ONYNWKDIYF,AO5E3LWBYM72K,A3LXBP8T6JMY9B,A204JAK7QRDWVM,A1KC138MX47DXA,0.5
Random,157019," Can you at least start wearing a bra?
",1,0,0,0,3,A233ONYNWKDIYF,A26YKYQIA3GX8B,ATVZXUW7O31EV,A29B522D0BX6HN,AIPK94CUWL45W,0.3
Random,413628," Everyone describes the same process. At first it is exciting.  You're at the centre of the world.  As soon as anything happens, you're the first to know about it.  And there are deadlines a dozen times a day, even more, and that's intimidating and exciting.  Then you get the hang of it and the excitement wears off.  Your a clerk in a rather dowdy Office.  There's none of the glamour of television, or the penetration of serious journalism.  You're a processor of semi-official news.  Some people leave at this stage.  Then, if you hang on, and especially if you're promoted, you discover a new kind of pleasure.  You're pleased by the ease with which you can write summaries and bulletins from news agency printouts, by the way you ca judge length.  Ending a broadcast on the dot, having everything run smoothly, selecting a running order that makes sense, knowing instinctively what you can and cannot do.  Professionalism.
",1,0,0,0,5,A2EJ6MKRFATU5I,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,ANVEDG15GV3QE,A29B522D0BX6HN,0.5
Random,341809," No, he is here.  Shit...
",1,0,0,0,3,A233ONYNWKDIYF,AI4WWBB2PNCKH,A3S5L3I8O3Q2G,A29B522D0BX6HN,AIPK94CUWL45W,0.3
Random,626602," Really?  What was it like?  A down payment now, then a bonus for sleeping with me?
",1,0,0,0,1,A16PRU8T6NZLN5,A233ONYNWKDIYF,A1KC138MX47DXA,A1F4D2PZ7NNWTL,A1RT9SQ9D9DLOV,0.1
Random,623560," Will you please tell me what you're raving about!
",1,0,0,0,3,A2UFD1I8ZO1V4G,ARYGQ46IMW8AU,A3H7G3TQXAYGYD,A3EJ5TT2ZGBIDA,A1F4D2PZ7NNWTL,0.3
Random,36550," Commodore, I beg you -- please do this ... for me.  As a wedding gift.
",1,0,0,0,10,A233ONYNWKDIYF,A28TXBSZPWMEU9,A28ZB4ZB13BWAI,A3BY68N6X2BEGS,AIPK94CUWL45W,1
Random,198144," Next.  Could I see your documents, please?
",1,0,0,0,7,A1T5YMBH35PDBX,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A3GOI327COFGY5,A2AMGE57IJVSHF,0.7
Random,106398," Melina, please...People are trying to kill me.
",1,0,0,0,7,AHH34KPTA2LSS,A26NYABOD7YBW8,A872FSFU7WV6W,A1F4D2PZ7NNWTL,A1RT9SQ9D9DLOV,0.7
Random,314969," Detective, does it look like a murder?
",1,0,0,0,5,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3GOI327COFGY5,A2GODV4YZGD8X9,A29B522D0BX6HN,0.5
Random,476584," Always a pleasure, Brucie.
",1,0,0,0,7,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A3GOI327COFGY5,A3RAW3BLRGAIVQ,0.7
Random,278916," Trade, Your Excellency.  According to Marco Polo, the Kingdom of China is one of the richest of the world. Even the meanest buildings are roofed with gold.
",1,0,0,0,5,A2UFD1I8ZO1V4G,AO5E3LWBYM72K,A2MWGIVIKOXWYM,A1GK3MPU2HL0C8,A1F4D2PZ7NNWTL,0.5
Random,454482," Susan, don't go!  Susan, please!
",1,0,0,0,10,A2UFD1I8ZO1V4G,A26YKYQIA3GX8B,A28ZB4ZB13BWAI,A2AMGE57IJVSHF,A29B522D0BX6HN,1
Random,415234," Who?  Aw shit, Zackie, let's not get off on your mother again, please.
",1,0,0,0,7,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,AIPK94CUWL45W,0.7
Random,619828," What?  We took bathes together when we were kids.
",1,0,0,0,5,AYG3MF094634L,A3LXBP8T6JMY9B,A2ULMYRKQMNNFG,A1F4D2PZ7NNWTL,A38N58BSMTA0BE,0.5
Random,209367," Okay, if you think of anything else, please give us a call.
",1,0,0,0,7,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,ANVEDG15GV3QE,A29B522D0BX6HN,0.7
Random,278469," They don't see sin in their nakedness.  They live according to nature, in a never ending summer. The islands are covered with trees, filled with blossoms and fruits. And...
",1,0,0,0,5,AYG3MF094634L,A1F4D2PZ7NNWTL,A3G7QIYLFOXFG7,AZOAW8JH5HJJK,A1Y3Z92RE62NPS,0.5
Random,623213," Well, I guess we're not, since we don't have dates .
",1,0,0,0,5,A36UK50UE5YFVZ,A3LXBP8T6JMY9B,A2UBXHCHM2I6IL,A38WUWONC7EXTO,A1F4D2PZ7NNWTL,0.5
Random,623210," Mr. John Steed, please.
",1,0,0,0,7,AE3D6SE2D8UPQ,A6YO9886DY2SC,A3L8MJ1C4OEDGV,ARYGQ46IMW8AU,A3EJ5TT2ZGBIDA,0.7
Random,300127," Forgot?  You handcuffed a civilian to a tree?!
",1,0,0,0,3,A2UFD1I8ZO1V4G,A3Q5YG3X67WHFD,A3EJ5TT2ZGBIDA,A38WUWONC7EXTO,A1DTQSIIYIZL62,0.3
Random,622563," Well, I thought we'd start with pronunciation, if that's okay with you.
",1,0,0,0,7,AO5E3LWBYM72K,A3LXBP8T6JMY9B,A2MWGIVIKOXWYM,A2NRW37D7QPLRE,A2LQ33BQ8G259D,0.7
Random,320294," Now, or he dies, please.
",1,0,0,0,7,ANGX5PAAYGL9P,A2YFPO0N4GIS25,A1BJTTNDDFZ3ZP,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,0.7
Random,480160," North Island, please repeat? Over.
",1,0,0,0,7,A233ONYNWKDIYF,A2QH1BQA6GR48O,ANVEDG15GV3QE,A29B522D0BX6HN,AIPK94CUWL45W,0.7
Random,209369," Well, I said, ""Lady, please, we're on a bridge...""
",1,0,0,0,7,A233ONYNWKDIYF,APMYUTI3V3Y6R,A28TXBSZPWMEU9,A29B522D0BX6HN,A19ZT0TQPFA2,0.7
Random,54996," Maybe I should just, ya know...turn to the cameras and say, do you mind if we just work something out?
",1,0,0,0,5,A22SZHZTF72TRM,AYG3MF094634L,A2LQ33BQ8G259D,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,0.5
Random,278284," If you want to keep your head on your shoulders, you'll do as I say.
",1,0,0,0,3,A233ONYNWKDIYF,APDWVWS2HMSFD,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A3IHLWMZNBLUR4,0.3
Random,622741," All of them created by people like me.
",1,0,0,0,5,A21753FQKCM5DQ,AYG3MF094634L,A3EJ5TT2ZGBIDA,A1F4D2PZ7NNWTL,A1RT9SQ9D9DLOV,0.5
Random,573934," Is that what a good doctor would do?  How old are you, please?
",1,0,0,0,7,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,AIPK94CUWL45W,0.7
Random,619606," My mission in life.
",1,0,0,0,5,A2ZABRSFZKUOKV,ANMGOZ451W9ZN,A6YO9886DY2SC,AYG3MF094634L,A1BJTTNDDFZ3ZP,0.5
Random,133036," What if you couldn't find himâ€¦?  Sergeant, not today, please. Not this morning.
",1,0,0,0,7,A1T5YMBH35PDBX,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2QH1BQA6GR48O,A2AMGE57IJVSHF,0.7
Random,272602," Could I have that, please?
",1,0,0,0,7,A1R4VG71V6XECZ,A233ONYNWKDIYF,A1E0EK09CA5OIO,A1F4D2PZ7NNWTL,A37ADCYLCSB5O2,0.7
Random,380122," Tell you what - I'll flip you a coin. If you win you can come with me.  If you don't win, you don't come.
",1,0,0,0,5,A233ONYNWKDIYF,AC25X12LNYY6Y,A2UBXHCHM2I6IL,A302M81U0HM7RJ,A22CF8BF9YQND7,0.5
Random,626021," No One-Seventeen, they'll fuck it up!  He told me not to tell anybody, to bring Claire and come alone!  He won't wait, he knows I'm two minutes away!  Koontz, please!
",1,0,0,0,1,A2UFD1I8ZO1V4G,A22SZHZTF72TRM,A2LQ33BQ8G259D,A1RT9SQ9D9DLOV,A22CF8BF9YQND7,0.1
Random,320814," Father, I have the main part.  The performance is tomorrow night.  Father, please.
",1,0,0,0,7,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,AIPK94CUWL45W,0.7
Random,14869," I don't understand, Patrick.  You haven't done anything asinine this week. Are you not feeling well?
",1,0,0,0,3,A233ONYNWKDIYF,A1E0EK09CA5OIO,AO3XB5I5QNNUI,A3SQ6ORWDN5BGZ,AMSWIR4J9XEIJ,0.3
